date,region,zone,division_code,division,ponderation,indice,var_mensuelle_pct,var_annuelle_pct,indice_ma3
2019-12-01,Diourbel,Centre,D03,Habillement et chaussures,62,85.88,-0.6478482184174017,0.7862926886515798,86.45333333333333
2020-01-01,Diourbel,Centre,D03,Habillement et chaussures,62,86.63,0.8733115975780192,1.0026815902996367,86.31666666666666
2020-02-01,Diourbel,Centre,D03,Habillement et chaussures,62,87.08,0.5194505367655644,1.515504779668908,86.52999999999999
2020-03-01,Diourbel,Centre,D03,Habillement et chaussures,62,87.5,0.4823151125401992,1.2614280754542406,87.07
2020-04-01,Diourbel,Centre,D03,Habillement et chaussures,62,88.47,1.1085714285714365,1.9592024893396287,87.68333333333334
2020-05-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.06,0.6668927319995577,2.0861989912884127,88.34333333333335
2020-06-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.59,0.5951044239838277,2.365173674588683,89.04
2020-07-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.81,0.2455631208840181,2.2543550039849647,89.48666666666666
2020-08-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.73,-0.08907694020710011,2.2447584320875125,89.71
2020-09-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.08,-0.7243954084475757,2.0506358116622714,89.54
2020-10-01,Diourbel,Centre,D03,Habillement et chaussures,62,88.47,-0.6847777278850442,1.6429227941176405,89.09333333333335
2020-11-01,Diourbel,Centre,D03,Habillement et chaussures,62,88.13,-0.3843110658980464,1.955113373438211,88.56
2020-12-01,Diourbel,Centre,D03,Habillement et chaussures,62,87.66,-0.5333030750028334,2.0726595249184854,88.08666666666666
2021-01-01,Diourbel,Centre,D03,Habillement et chaussures,62,87.87,0.23956194387406704,1.4313748124206604,87.88666666666666
2021-02-01,Diourbel,Centre,D03,Habillement et chaussures,62,88.28,0.46659838397633546,1.3780431786862612,87.93666666666667
2021-03-01,Diourbel,Centre,D03,Habillement et chaussures,62,88.91,0.7136384231989146,1.6114285714285748,88.35333333333334
2021-04-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.66,0.8435496569564771,1.3450887306431625,88.95
2021-05-01,Diourbel,Centre,D03,Habillement et chaussures,62,90.14,0.5353557885344751,1.212665618684028,89.57
2021-06-01,Diourbel,Centre,D03,Habillement et chaussures,62,90.68,0.5990681162636013,1.2166536443799503,90.16000000000001
2021-07-01,Diourbel,Centre,D03,Habillement et chaussures,62,90.94,0.28672254080281956,1.2582117804253334,90.58666666666666
2021-08-01,Diourbel,Centre,D03,Habillement et chaussures,62,90.83,-0.120958873982846,1.2258999219881828,90.81666666666666
2021-09-01,Diourbel,Centre,D03,Habillement et chaussures,62,90.54,-0.3192777716613415,1.638976201167508,90.77
2021-10-01,Diourbel,Centre,D03,Habillement et chaussures,62,90.25,-0.32030041970400047,2.011981462642698,90.54
2021-11-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.69,-0.6204986149584535,1.7701123340519764,90.16000000000001
2021-12-01,Diourbel,Centre,D03,Habillement et chaussures,62,89.45,-0.26758835990633445,2.0419803787360413,89.79666666666667
2022-01-01,Diourbel,Centre,D03,Habillement et chaussures,62,90.63,1.3191727221911531,3.1410037555479553,89.92333333333333
2022-02-01,Diourbel,Centre,D03,Habillement et chaussures,62,91.81,1.301997131192767,3.998640688717714,90.63
2022-03-01,Diourbel,Centre,D03,Habillement et chaussures,62,93.27,1.5902407145190978,4.903835339106966,91.90333333333335
2022-04-01,Diourbel,Centre,D03,Habillement et chaussures,62,94.74,1.576069475715669,5.665848761989745,93.27333333333333
2022-05-01,Diourbel,Centre,D03,Habillement et chaussures,62,96.01,1.3405108718598457,6.512092300865335,94.67333333333333
2022-06-01,Diourbel,Centre,D03,Habillement et chaussures,62,97.32,1.3644412040412224,7.322452580502858,96.02333333333333
2022-07-01,Diourbel,Centre,D03,Habillement et chaussures,62,98.36,1.0686395396629633,8.15922586320652,97.23
2022-08-01,Diourbel,Centre,D03,Habillement et chaussures,62,98.49,0.13216754778364592,8.433337003192776,98.05666666666666
2022-09-01,Diourbel,Centre,D03,Habillement et chaussures,62,98.58,0.09137983551630313,8.880053015241863,98.47666666666667
2022-10-01,Diourbel,Centre,D03,Habillement et chaussures,62,98.7,0.12172854534389099,9.362880886426606,98.58999999999999
2022-11-01,Diourbel,Centre,D03,Habillement et chaussures,62,98.71,0.010131712259364711,10.056862526480103,98.66333333333334
2022-12-01,Diourbel,Centre,D03,Habillement et chaussures,62,97.16,-1.570256306351936,8.619340413638898,98.19
2023-01-01,Diourbel,Centre,D03,Habillement et chaussures,62,97.01,-0.1543845203787475,7.039611607635443,97.62666666666667
2023-02-01,Diourbel,Centre,D03,Habillement et chaussures,62,97.4,0.4020204102669789,6.0886613658642785,97.19000000000001
2023-03-01,Diourbel,Centre,D03,Habillement et chaussures,62,98.31,0.9342915811088259,5.403666773882287,97.57333333333334
2023-04-01,Diourbel,Centre,D03,Habillement et chaussures,62,99.42,1.129081476960625,4.939835338822052,98.37666666666667
2023-05-01,Diourbel,Centre,D03,Habillement et chaussures,62,100.42,1.0058338362502584,4.593271534215182,99.38333333333333
2023-06-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.13,0.7070304720175224,3.9149198520345374,100.32333333333334
2023-07-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.49,0.3559774547611916,3.1821878812525295,101.01333333333332
2023-08-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.53,0.03941275002463662,3.086607777439343,101.38333333333333
2023-09-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.59,0.05909583374372751,3.053357679042401,101.53666666666668
2023-10-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.26,-0.3248351215670797,2.593718338399187,101.46
2023-11-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.1,-0.15800908552242587,2.421233917536214,101.31666666666668
2023-12-01,Diourbel,Centre,D03,Habillement et chaussures,62,99.19,-1.8892185954500484,2.089337175792516,100.51666666666665
2024-01-01,Diourbel,Centre,D03,Habillement et chaussures,62,98.69,-0.5040830728904155,1.7317802288423723,99.66000000000001
2024-02-01,Diourbel,Centre,D03,Habillement et chaussures,62,99.0,0.31411490525889985,1.642710472279263,98.96
2024-03-01,Diourbel,Centre,D03,Habillement et chaussures,62,99.67,0.6767676767676756,1.3833791069067125,99.12
2024-04-01,Diourbel,Centre,D03,Habillement et chaussures,62,100.37,0.7023176482391813,0.9555421444377377,99.68
2024-05-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.1,0.727308956859618,0.6771559450308606,100.38
2024-06-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.55,0.4451038575667754,0.4153070305547235,101.00666666666666
2024-07-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.87,0.31511570654849663,0.3744211252340257,101.50666666666666
2024-08-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.96,0.08834789437517365,0.42352014183000275,101.79333333333334
2024-09-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.59,-0.3628874068261956,0.0,101.80666666666667
2024-10-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.44,-0.14765232798504835,0.1777602212127194,101.66333333333334
2024-11-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.39,-0.04929022082018619,0.2868447082096992,101.47333333333334
2024-12-01,Diourbel,Centre,D03,Habillement et chaussures,62,99.73,-1.6372423315908824,0.5444097187216501,100.85333333333334
2025-01-01,Diourbel,Centre,D03,Habillement et chaussures,62,99.18,-0.5514890203549561,0.4965042050866453,100.10000000000001
2025-02-01,Diourbel,Centre,D03,Habillement et chaussures,62,99.78,0.6049606775559546,0.7878787878787818,99.56333333333333
2025-03-01,Diourbel,Centre,D03,Habillement et chaussures,62,100.53,0.7516536380036021,0.8628473964081396,99.83
2025-04-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.09,0.5570476474684227,0.7173458204642769,100.46666666666665
2025-05-01,Diourbel,Centre,D03,Habillement et chaussures,62,102.29,1.1870610347215482,1.1770524233432278,101.30333333333334
2025-06-01,Diourbel,Centre,D03,Habillement et chaussures,62,103.01,0.7038811222993546,1.437715411127538,102.13
2025-07-01,Diourbel,Centre,D03,Habillement et chaussures,62,103.4,0.37860401902727325,1.5019142043781297,102.90000000000002
2025-08-01,Diourbel,Centre,D03,Habillement et chaussures,62,103.73,0.31914893617022155,1.7359748921145668,103.38
2025-09-01,Diourbel,Centre,D03,Habillement et chaussures,62,103.33,-0.38561650438638795,1.7127670046264365,103.48666666666668
2025-10-01,Diourbel,Centre,D03,Habillement et chaussures,62,103.31,-0.01935546307945124,1.8434542586750924,103.45666666666666
2025-11-01,Diourbel,Centre,D03,Habillement et chaussures,62,102.91,-0.3871842028845274,1.4991616530229734,103.18333333333334
2025-12-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.56,-1.3118258672626504,1.8349543768173993,102.59333333333335
2026-01-01,Diourbel,Centre,D03,Habillement et chaussures,62,100.93,-0.6203229617959827,1.7644686428715417,101.80000000000001
2026-02-01,Diourbel,Centre,D03,Habillement et chaussures,62,100.3,-0.6241949866244045,0.5211465223491585,100.92999999999999
2026-03-01,Diourbel,Centre,D03,Habillement et chaussures,62,101.7,1.3958125623130702,1.1638316920322245,100.97666666666667
2026-04-01,Diourbel,Centre,D03,Habillement et chaussures,62,102.41,0.6981317600786463,1.3057671381936808,101.46999999999998
2026-05-01,Diourbel,Centre,D03,Habillement et chaussures,62,103.07,0.6444683136412444,0.7625378824909435,102.39333333333333
2018-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,85.52,,,85.52
2018-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,85.695,0.20463049579044768,,85.60749999999999
2018-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,85.87,0.20421261450493944,,85.695
2018-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.2,0.3843018516361818,,85.92166666666667
2018-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.75,0.6380510440835208,,86.27333333333335
2018-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.00999999999999,0.2997118155619427,,86.65333333333335
2018-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.27,0.2988162280197715,,87.00999999999999
2018-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.03,-0.2750085940185554,,87.10333333333334
2018-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.61,-0.4825922095828994,,86.96999999999998
2018-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.08,-0.6119385752222595,,86.57333333333334
2018-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,85.55,-0.6157063197026025,,86.08
2018-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,85.41,-0.16364699006429229,,85.67999999999999
2019-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,85.64,0.2692893103852123,0.1403180542563165,85.53333333333335
2019-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,85.87,0.268566090611877,0.20421261450493944,85.64
2019-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.36,0.5706300221264726,0.5706300221264726,85.95666666666666
2019-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.76,0.4631773969430375,0.6496519721577831,86.33
2019-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.49,0.8414015675426434,0.8530259365994164,86.87
2019-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.9,0.4686249857126734,1.0228709343753861,87.38333333333333
2019-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.84,-0.06825938566553669,0.6531454107940871,87.74333333333334
2019-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.7,-0.15938069216757667,0.7698494771917641,87.81333333333333
2019-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.45,-0.2850627137970352,0.9698649116730129,87.66333333333334
2019-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.78,-0.7661520869068017,0.8131970260223165,87.31
2019-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.29,-0.5646462318506518,0.8649912331969656,86.84000000000002
2019-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.2,-0.10429945532507423,0.9249502400187515,86.42333333333333
2020-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,86.91,0.8236658932714525,1.4829518916394058,86.46666666666665
2020-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.22,0.356690829593842,1.5721439385117053,86.77666666666666
2020-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.85,0.7223113964687,1.725335803612782,87.32666666666667
2020-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,88.57499999999999,0.8252703471826939,2.091977869986139,87.88166666666666
2020-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.3,0.8185153824442626,2.0688078637558505,88.57499999999999
2020-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.71,0.4591265397536404,2.059158134243444,89.195
2020-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.95,0.26752870360049474,2.4020947176684793,89.65333333333332
2020-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.65,-0.33351862145636346,2.2234891676168766,89.77
2020-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.17,-0.5354155047406661,1.9668381932532952,89.58999999999999
2020-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,88.56,-0.6840865762027581,2.05116386264117,89.12666666666667
2020-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,88.1,-0.519421860885283,2.0975779348707757,88.61
2020-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,87.61,-0.5561861520998801,1.6357308584686647,88.08999999999999
2021-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,88.14,0.6049537724004184,1.4152571625819954,87.95
2021-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,88.18,0.04538234626731974,1.1006649850951788,87.97666666666667
2021-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,88.91,0.8278521206622758,1.2066021627774592,88.41000000000001
2021-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.98,1.203464177257918,1.5862263618402705,89.02333333333333
2021-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,90.33,0.38897532785062694,1.1534154535274288,89.74000000000001
2021-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,90.94,0.6753016716483984,1.3710846059525217,90.41666666666667
2021-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,91.02,0.08797009016934254,1.1895497498610297,90.76333333333332
2021-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,91.09,0.07690617446716175,1.606246514221965,91.01666666666667
2021-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,90.62,-0.5159732133055206,1.6261074352360794,90.91000000000001
2021-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,90.23,-0.4303685720591477,1.8857271906052464,90.64666666666669
2021-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.93,-0.33248365288706117,2.0771850170261175,90.25999999999999
2021-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,89.43,-0.5559879906594012,2.0773884259787767,89.86333333333334
2022-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,91.0,1.7555630101755426,3.2448377581120846,90.12
2022-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,92.06,1.1648351648351651,4.400090723520078,90.83
2022-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,93.4,1.4555724527482106,5.050050612979429,92.15333333333335
2022-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,94.73,1.4239828693790146,5.278950877972877,93.39666666666666
2022-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,96.62,1.9951440937401088,6.963356581423685,94.91666666666667
2022-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,97.48,0.8900848685572393,7.191554871343753,96.27666666666669
2022-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.11,0.6462864177267047,7.7894968138870535,97.40333333333332
2022-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.38,0.27520130465803483,8.003073882972878,97.99
2022-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.69,0.3151046960764514,8.905318914146987,98.39333333333333
2022-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.94,0.2533184719829773,9.65310872215448,98.67
2022-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.96,0.020214271275520446,10.04114311130877,98.86333333333333
2022-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,97.43,-1.5460792239288423,8.945544000894557,98.44333333333333
2023-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,97.16,-0.27712203633378785,6.769230769230772,97.84999999999998
2023-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,97.45,0.29847673939893404,5.8548772539648075,97.34666666666668
2023-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.54,1.1185223191380267,5.503211991434687,97.71666666666665
2023-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,99.26,0.7306677491374147,4.782012034202476,98.41666666666667
2023-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,100.22,0.9671569615152142,3.7259366590767895,99.34000000000002
2023-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.24,1.017760925962885,3.85720147722608,100.24000000000001
2023-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.59,0.3457131568550098,3.547039037814703,101.01666666666667
2023-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.65,0.05906093119401046,3.3238463102256643,101.49333333333334
2023-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.52,-0.1278898180029575,2.8675651028472915,101.58666666666666
2023-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.34,-0.17730496453900457,2.4257125530624757,101.50333333333333
2023-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,100.88,-0.4539175054272815,1.9401778496362265,101.24666666666667
2023-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,99.26,-1.6058683584456723,1.878271579595614,100.49333333333334
2024-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.4,-0.8664114446907067,1.2762453684644015,99.51333333333332
2024-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,98.66,0.2642276422764045,1.2416623909697222,98.77333333333333
2024-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,99.65,1.0034461787958637,1.1264461132534986,98.90333333333335
2024-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,100.15,0.5017561465127995,0.8966350997380523,99.48666666666668
2024-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.14,0.9885172241637541,0.9179804430253569,100.31333333333333
2024-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.72,0.5734625271900384,0.474120900829722,101.00333333333333
2024-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.72,0.0,0.1279653509203671,101.52666666666666
2024-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.87,0.1474636256390216,0.21642892277422554,101.77
2024-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.57,-0.29449298125062695,0.049251379038617316,101.71999999999998
2024-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.24,-0.32489908437530746,-0.0986777185711496,101.56
2024-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.37,0.12840774397471222,0.48572561459159225,101.39333333333333
2024-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,99.6,-1.746078721515254,0.3425347572032944,100.73666666666668
2025-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,99.25,-0.3514056224899531,0.8638211382113736,100.07333333333334
2025-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,100.09,0.8463476070529108,1.449422258260702,99.64666666666666
2025-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,100.78,0.6893795583974294,1.1339688911189194,100.04
2025-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.47,0.6846596546933981,1.3180229655516573,100.78000000000002
2025-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,102.15,0.6701488124568833,0.9986157801067819,101.46666666666665
2025-06-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,103.14,0.9691629955947079,1.3959889893826238,102.25333333333333
2025-07-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,103.44,0.2908667830133771,1.6909162406606448,102.91000000000001
2025-08-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,103.53,0.08700696055685686,1.6295278295867188,103.37
2025-09-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,103.34,-0.18352168453588114,1.7426405434675774,103.43666666666667
2025-10-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,103.38,0.03870718018190722,2.1137890161991413,103.41666666666667
2025-11-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,103.42,0.03869220352099578,2.022294564466809,103.38
2025-12-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.88,-1.4890736801392412,2.289156626506017,102.89333333333333
2026-01-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,99.66,-2.179034157832749,0.4130982367758218,101.65333333333335
2026-02-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,100.24,0.5819787276740929,0.14986512139074648,100.59333333333332
2026-03-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,101.57,1.3268156424580901,0.7838856916054793,100.49
2026-04-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,102.63,1.0436152407206967,1.1431950330146767,101.48
2026-05-01,Kaolack,Centre-Sud,D03,Habillement et chaussures,62,103.04,0.39949332553834704,0.8712677435144478,102.41333333333334
2018-01-01,Kolda,Sud,D03,Habillement et chaussures,62,84.16,,,84.16
2018-02-01,Kolda,Sud,D03,Habillement et chaussures,62,84.34,0.21387832699619747,,84.25
2018-03-01,Kolda,Sud,D03,Habillement et chaussures,62,84.63,0.3438463362579913,,84.37666666666667
2018-04-01,Kolda,Sud,D03,Habillement et chaussures,62,85.22,0.6971523100555377,,84.73
2018-05-01,Kolda,Sud,D03,Habillement et chaussures,62,86.04,0.9622154423844176,,85.29666666666667
2018-06-01,Kolda,Sud,D03,Habillement et chaussures,62,86.17,0.15109251510925237,,85.81
2018-07-01,Kolda,Sud,D03,Habillement et chaussures,62,86.13,-0.046419867703384465,,86.11333333333334
2018-08-01,Kolda,Sud,D03,Habillement et chaussures,62,86.06,-0.08127249506558742,,86.12
2018-09-01,Kolda,Sud,D03,Habillement et chaussures,62,85.5,-0.6507088078085088,,85.89666666666666
2018-10-01,Kolda,Sud,D03,Habillement et chaussures,62,85.05,-0.5263157894736858,,85.53666666666668
2018-11-01,Kolda,Sud,D03,Habillement et chaussures,62,84.675,-0.44091710758377145,,85.075
2018-12-01,Kolda,Sud,D03,Habillement et chaussures,62,84.3,-0.44286979627989886,,84.675
2019-01-01,Kolda,Sud,D03,Habillement et chaussures,62,84.98,0.8066429418742693,0.9743346007604625,84.65166666666666
2019-02-01,Kolda,Sud,D03,Habillement et chaussures,62,84.91,-0.08237232289951546,0.6758359023002036,84.73
2019-03-01,Kolda,Sud,D03,Habillement et chaussures,62,85.36,0.529972912495591,0.862578281933124,85.08333333333333
2019-04-01,Kolda,Sud,D03,Habillement et chaussures,62,86.01,0.7614807872539986,0.9270124383947476,85.42666666666666
2019-05-01,Kolda,Sud,D03,Habillement et chaussures,62,86.13,0.13951866062085205,0.10460251046022773,85.83333333333333
2019-06-01,Kolda,Sud,D03,Habillement et chaussures,62,86.89,0.8823870892836538,0.8355576186607871,86.34333333333332
2019-07-01,Kolda,Sud,D03,Habillement et chaussures,62,86.98,0.10357923811716852,0.9868802972251345,86.66666666666667
2019-08-01,Kolda,Sud,D03,Habillement et chaussures,62,87.01,0.034490687514376894,1.103881013246566,86.96
2019-09-01,Kolda,Sud,D03,Habillement et chaussures,62,86.53,-0.5516607286518815,1.2046783625730972,86.84000000000002
2019-10-01,Kolda,Sud,D03,Habillement et chaussures,62,85.72,-0.9360915289495009,0.7877718988830162,86.42
2019-11-01,Kolda,Sud,D03,Habillement et chaussures,62,85.5,-0.25664955669622014,0.9743135518157642,85.91666666666667
2019-12-01,Kolda,Sud,D03,Habillement et chaussures,62,84.94,-0.6549707602339194,0.7591933570581189,85.38666666666666
2020-01-01,Kolda,Sud,D03,Habillement et chaussures,62,85.67,0.8594301860136655,0.811955754295135,85.37
2020-02-01,Kolda,Sud,D03,Habillement et chaussures,62,86.18,0.595307575580728,1.4957013308208866,85.59666666666668
2020-03-01,Kolda,Sud,D03,Habillement et chaussures,62,86.75,0.6614063587839336,1.6283973758200565,86.2
2020-04-01,Kolda,Sud,D03,Habillement et chaussures,62,87.74,1.1412103746397673,2.0113940239506967,86.89
2020-05-01,Kolda,Sud,D03,Habillement et chaussures,62,88.33,0.6724413038522892,2.5542784163473886,87.60666666666667
2020-06-01,Kolda,Sud,D03,Habillement et chaussures,62,88.89,0.6339861881580422,2.3017608470479844,88.32
2020-07-01,Kolda,Sud,D03,Habillement et chaussures,62,89.15,0.29249634379571177,2.49482639687284,88.79
2020-08-01,Kolda,Sud,D03,Habillement et chaussures,62,88.95,-0.22434099831744048,2.2296287783013513,88.99666666666667
2020-09-01,Kolda,Sud,D03,Habillement et chaussures,62,88.43,-0.5845980888139368,2.1957702530914114,88.84333333333335
2020-10-01,Kolda,Sud,D03,Habillement et chaussures,62,87.9,-0.5993441139884648,2.543163789080727,88.42666666666666
2020-11-01,Kolda,Sud,D03,Habillement et chaussures,62,87.21,-0.7849829351535997,2.0000000000000018,87.84666666666668
2020-12-01,Kolda,Sud,D03,Habillement et chaussures,62,86.72,-0.5618621717692895,2.0955968919237122,87.27666666666666
2021-01-01,Kolda,Sud,D03,Habillement et chaussures,62,87.27,0.6342250922509285,1.867631609664988,87.06666666666666
2021-02-01,Kolda,Sud,D03,Habillement et chaussures,62,87.48,0.24063251976624844,1.5084706428405648,87.15666666666668
2021-03-01,Kolda,Sud,D03,Habillement et chaussures,62,88.14,0.7544581618655677,1.6023054755043287,87.63
2021-04-01,Kolda,Sud,D03,Habillement et chaussures,62,89.15,1.145904243249385,1.6070207431046368,88.25666666666666
2021-05-01,Kolda,Sud,D03,Habillement et chaussures,62,89.9,0.841278743690399,1.7774255632288183,89.06333333333333
2021-06-01,Kolda,Sud,D03,Habillement et chaussures,62,90.28,0.42269187986652135,1.5637304533693275,89.77666666666669
2021-07-01,Kolda,Sud,D03,Habillement et chaussures,62,90.4,0.13291980505096834,1.4021312394840058,90.19333333333334
2021-08-01,Kolda,Sud,D03,Habillement et chaussures,62,90.56,0.1769911504424737,1.8100056211354687,90.41333333333334
2021-09-01,Kolda,Sud,D03,Habillement et chaussures,62,90.11,-0.4969081272084841,1.899807757548344,90.35666666666667
2021-10-01,Kolda,Sud,D03,Habillement et chaussures,62,89.55,-0.6214626567528581,1.8771331058020424,90.07333333333334
2021-11-01,Kolda,Sud,D03,Habillement et chaussures,62,88.99,-0.6253489670575152,2.041050338263961,89.55
