date,region,zone,division_code,division,ponderation,indice
2019-10-01,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,82.62
Novembre 2019,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,82.67
Décembre 2019,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,82.37
01/01/2020,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,83.45
Février 2020,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,83.71
Mars 2020,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,84.15
2020-04-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,84.68
01/05/2020,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,
01/06/2020,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,85.56
2020-07-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,85.38
2020-08-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,85.47
Septembre 2020,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,85.22
Octobre 2020,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,84.83
2020-11-01,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,84.62
01/12/2020,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,84.33
01/01/2021,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,84.86
Février 2021,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,85.28
Mars 2021,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,
Avril 2021,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,86.3
Mai 2021,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,86.6
Juin 2021,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,87.26
2021-07-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,87.14
2021-08-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,87.24
Septembre 2021,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,87.15
Octobre 2021,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,87.25
Novembre 2021,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,86.98
2021-12-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,86.84
Janvier 2022,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,88.83
2022-02-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,89.73
Mars 2022,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,91.38
01/04/2022,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,93.1
2022-05-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,94.29
Juin 2022,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,95.5
Juillet 2022,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,96.44
Août 2022,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,97.24
2022-09-01,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,97.44
01/10/2022,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,98.02
01/11/2022,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,98.75
01/12/2022,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,96.96
01/01/2023,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,97.19
2023-02-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,97.59
01/03/2023,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,98.1
2023-04-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,99.0
2023-05-01,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,99.63
Juin 2023,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.68
2023-07-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.98
Août 2023,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.11
Septembre 2023,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.63
Octobre 2023,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.91
01/11/2023,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.87
Décembre 2023,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,
01/01/2024,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,99.24
Février 2024,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,99.53
Mars 2024,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,99.91
Avril 2024,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.46
Mai 2024,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.64
Juin 2024,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.5
2024-07-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.29
2024-08-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.65
2024-09-01,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.52
2024-10-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.94
Novembre 2024,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.58
2024-12-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.4
01/01/2025,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.24
Février 2025,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.65
2025-03-01,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.21
01/04/2025,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.1
2025-05-01,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.56
01/06/2025,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.91
Juillet 2025,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.46
Août 2025,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.95
01/09/2025,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,104.33
Octobre 2025,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,104.43
Novembre 2025,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,104.91
2025-12-01,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.04
01/01/2026,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.44
01/02/2026,Thiès ,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.2
01/03/2026,THIÈS,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.48
2026-04-01,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.95
Mai 2026,thiès,Centre-Ouest,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.71
2018-01-01,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,86.01
01/02/2018,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,86.03
2018-03-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,86.35
Avril 2018,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,86.9
2018-05-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,87.23
01/06/2018,thiès,Centre-Ouest,D03,Habillement et chaussures,62,87.5
Juillet 2018,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,87.6
Août 2018,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,87.51
2018-09-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,87.09
01/10/2018,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,86.79
01/11/2018,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,86.41
2018-12-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,85.8
Janvier 2019,thiès,Centre-Ouest,D03,Habillement et chaussures,62,86.38
Février 2019,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,86.51
2019-03-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,86.97
Avril 2019,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,87.43
01/05/2019,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,87.73
Juin 2019,thiès,Centre-Ouest,D03,Habillement et chaussures,62,88.1
Juillet 2019,thiès,Centre-Ouest,D03,Habillement et chaussures,62,88.39
01/08/2019,thiès,Centre-Ouest,D03,Habillement et chaussures,62,88.37
Septembre 2019,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,87.57
01/10/2019,thiès,Centre-Ouest,D03,Habillement et chaussures,62,87.43
Novembre 2019,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,87.07
2019-12-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,86.57
01/01/2020,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,87.38
2020-02-01,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,87.55
Mars 2020,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,88.18
Avril 2020,thiès,Centre-Ouest,D03,Habillement et chaussures,62,88.66
Mai 2020,thiès,Centre-Ouest,D03,Habillement et chaussures,62,89.22
Juin 2020,thiès,Centre-Ouest,D03,Habillement et chaussures,62,90.18
Juillet 2020,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,90.07
01/08/2020,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,89.94
01/09/2020,thiès,Centre-Ouest,D03,Habillement et chaussures,62,89.39
01/10/2020,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,88.85
01/11/2020,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,88.48
2020-12-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,88.03
2021-01-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,88.54
01/02/2021,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,88.9
2021-03-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,89.45
Avril 2021,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,90.14
Mai 2021,thiès,Centre-Ouest,D03,Habillement et chaussures,62,91.0
01/06/2021,thiès,Centre-Ouest,D03,Habillement et chaussures,62,91.18
Juillet 2021,thiès,Centre-Ouest,D03,Habillement et chaussures,62,91.48
01/08/2021,thiès,Centre-Ouest,D03,Habillement et chaussures,62,91.55
2021-09-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,91.25
01/10/2021,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,90.44
01/11/2021,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,90.16
2021-12-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,90.11
2022-01-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,91.31
2022-02-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,92.28
Mars 2022,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,93.48
2022-04-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,94.85
01/05/2022,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,96.34
01/06/2022,thiès,Centre-Ouest,D03,Habillement et chaussures,62,97.39
01/07/2022,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,98.13
Août 2022,thiès,Centre-Ouest,D03,Habillement et chaussures,62,98.58
01/09/2022,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,98.65
01/10/2022,thiès,Centre-Ouest,D03,Habillement et chaussures,62,98.86
01/11/2022,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,99.19
Décembre 2022,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,97.06
01/01/2023,thiès,Centre-Ouest,D03,Habillement et chaussures,62,97.21
2023-02-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,97.61
01/03/2023,thiès,Centre-Ouest,D03,Habillement et chaussures,62,98.61
01/04/2023,thiès,Centre-Ouest,D03,Habillement et chaussures,62,99.47
Mai 2023,thiès,Centre-Ouest,D03,Habillement et chaussures,62,100.54
01/06/2023,thiès,Centre-Ouest,D03,Habillement et chaussures,62,
Juillet 2023,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,101.48
2023-08-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,101.62
Septembre 2023,thiès,Centre-Ouest,D03,Habillement et chaussures,62,101.03
2023-10-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,101.46
2023-11-01,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,101.04
2023-12-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,99.47
01/01/2024,thiès,Centre-Ouest,D03,Habillement et chaussures,62,98.49
2024-02-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,98.87
01/03/2024,thiès,Centre-Ouest,D03,Habillement et chaussures,62,99.58
Avril 2024,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,100.25
01/05/2024,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,
2024-06-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,101.66
2024-07-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,101.48
2024-08-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,101.86
01/09/2024,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,101.61
Octobre 2024,thiès,Centre-Ouest,D03,Habillement et chaussures,62,101.43
2024-11-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,101.08
2024-12-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,99.76
2025-01-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,98.98
01/02/2025,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,99.9
Mars 2025,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,
2025-04-01,thiès,Centre-Ouest,D03,Habillement et chaussures,62,101.36
01/05/2025,thiès,Centre-Ouest,D03,Habillement et chaussures,62,102.2
Juin 2025,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,103.07
Juillet 2025,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,103.23
Août 2025,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,103.23
01/09/2025,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,103.27
Octobre 2025,thiès,Centre-Ouest,D03,Habillement et chaussures,62,103.47
2025-11-01,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,103.24
2025-12-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,101.49
Janvier 2026,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,99.57
2026-02-01,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,100.13
Mars 2026,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,101.52
Avril 2026,Thiès ,Centre-Ouest,D03,Habillement et chaussures,62,101.9
Mai 2026,THIÈS,Centre-Ouest,D03,Habillement et chaussures,62,103.02
Janvier 2018,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.92
Février 2018,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.28
01/03/2018,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.11
01/04/2018,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.56
01/05/2018,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.11
2018-06-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.25
01/07/2018,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,
Août 2018,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.1
2018-09-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.83
2018-10-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.53
01/11/2018,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.1
Décembre 2018,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.96
Janvier 2019,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.42
Février 2019,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.76
Mars 2019,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.09
2019-04-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.39
2019-05-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.58
01/06/2019,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.16
2019-07-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.18
Août 2019,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.94
2019-09-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.73
01/10/2019,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.24
2019-11-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.96
01/12/2019,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.79
2020-01-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.17
Février 2020,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.33
2020-03-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.03
2020-04-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.52
Mai 2020,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.24
01/06/2020,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.71
Juillet 2020,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.99
01/08/2020,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.63
Septembre 2020,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.16
01/10/2020,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.75
Novembre 2020,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.43
Décembre 2020,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.03
Janvier 2021,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.87
2021-02-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.17
Mars 2021,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.1
01/04/2021,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.25
Mai 2021,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.15
01/06/2021,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.52
2021-07-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.77
2021-08-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.84
2021-09-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.34
2021-10-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.4
01/11/2021,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.35
2021-12-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.89
Janvier 2022,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,87.09
2022-02-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,88.63
2022-03-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,90.1
2022-04-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,91.78
01/05/2022,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,93.29
2022-06-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,95.17
Juillet 2022,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.07
Août 2022,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.74
2022-09-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.52
Octobre 2022,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.89
2022-11-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,
Décembre 2022,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.5
Janvier 2023,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.14
2023-02-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.26
2023-03-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.86
2023-04-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.01
2023-05-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.49
01/06/2023,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.23
Juillet 2023,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.43
01/08/2023,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.41
Septembre 2023,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.7
2023-10-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.95
2023-11-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.01
Décembre 2023,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.64
2024-01-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,98.79
01/02/2024,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.15
01/03/2024,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.53
2024-04-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.32
01/05/2024,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.23
Juin 2024,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.4
Juillet 2024,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.88
01/08/2024,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.85
Septembre 2024,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,
2024-10-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.29
Novembre 2024,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.75
Décembre 2024,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.35
2025-01-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.7
2025-02-01,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.62
Mars 2025,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.2
2025-04-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.13
01/05/2025,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.2
01/06/2025,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.83
01/07/2025,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.54
Août 2025,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.54
01/09/2025,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.92
01/10/2025,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,105.25
01/11/2025,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,105.51
Décembre 2025,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.53
01/01/2026,Thiès ,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.43
01/02/2026,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.7
Mars 2026,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.23
2026-04-01,thiès,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.4
2026-05-01,THIÈS,Centre-Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.3
2018-01-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,
01/02/2018,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.59
Mars 2018,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.81
2018-04-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.02
2018-05-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.28
01/06/2018,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.57
